cutoff,assembly_score
0.01596,0.05295
0.01599,0.05295
0.01599,0.05296
0.01599,0.05296
0.01601,0.05296
0.01601,0.05296
0.01601,0.05297
0.01601,0.05297
0.01603,0.05297
0.01603,0.05298
0.01605,0.05298
0.01606,0.05298
0.01607,0.05299
0.01608,0.05297
0.01608,0.05298
0.01608,0.05298
0.01609,0.05298
0.0161,0.05299
0.0161,0.05299
0.0161,0.05299
0.01611,0.05299
0.01611,0.053
0.01612,0.053
0.01613,0.053
0.01614,0.05301
0.01614,0.05301
0.01615,0.05301
0.01616,0.05301
0.01616,0.05302
0.01617,0.05302
0.01618,0.05302
0.01619,0.05303
0.01619,0.05303
0.01622,0.05303
0.01624,0.05304
0.01625,0.05304
0.01625,0.05304
0.01627,0.05304
0.01628,0.05305
0.01628,0.05305
0.01629,0.05305
0.0163,0.05306
0.01631,0.05306
0.01632,0.05306
0.01632,0.05307
0.01632,0.05307
0.01632,0.05307
0.01633,0.05307
0.01633,0.05308
0.01634,0.05308
0.01634,0.05308
0.01634,0.05309
0.01635,0.05309
0.01635,0.05309
0.01636,0.0531
0.01636,0.0531
0.01636,0.0531
0.01636,0.0531
0.01637,0.05311
0.01638,0.05311
0.01639,0.05311
0.01639,0.05312
0.01641,0.05312
0.01641,0.05312
0.01642,0.05313
0.01643,0.05313
0.01643,0.05313
0.01643,0.05313
0.01644,0.05314
0.01644,0.05314
0.01644,0.05314
0.01646,0.05315
0.01646,0.05315
0.01648,0.05315
0.01649,0.05316
0.01649,0.05316
0.0165,0.05316
0.01651,0.05316
0.01652,0.05317
0.01654,0.05317
0.01655,0.05317
0.01655,0.05318
0.01655,0.05318
0.01656,0.05318
0.01657,0.05319
0.01657,0.05319
0.01658,0.05319
0.01659,0.05319
0.0166,0.0532
0.0166,0.0532
0.0166,0.0532
0.01661,0.05321
0.01662,0.05321
0.01662,0.05321
0.01663,0.05321
0.01664,0.05322
0.01664,0.05322
0.01666,0.05322
0.01666,0.05323
0.01667,0.05323
0.01667,0.05323
0.01667,0.05323
0.01667,0.05324
0.01667,0.05324
0.01668,0.05324
0.0167,0.05325
0.0167,0.05325
0.01671,0.05325
0.01672,0.05325
0.01673,0.05326
0.01674,0.05326
0.01675,0.05326
0.01675,0.05327
0.01676,0.05327
0.01676,0.05327
0.01676,0.05328
0.01676,0.05328
0.01678,0.05328
0.01679,0.05328
0.01679,0.05329
0.01679,0.05329
0.0168,0.05329
0.01681,0.0533
0.01682,0.0533
0.01682,0.0533
0.01682,0.05331
0.01684,0.05331
0.01685,0.05331
0.01687,0.05331
0.01687,0.05332
0.01687,0.05332
0.01688,0.05332
0.01688,0.05333
0.01688,0.05333
0.01689,0.05333
0.01689,0.05334
0.01689,0.05334
0.0169,0.05334
0.0169,0.05334
0.01691,0.05335
0.01692,0.05335
0.01692,0.05335
0.01692,0.05336
0.01692,0.05336
0.01694,0.05336
0.01694,0.05337
0.01694,0.05337
0.01694,0.05337
0.01695,0.05336
0.01695,0.05337
0.01695,0.05337
0.01696,0.05337
0.01696,0.05338
0.01696,0.05338
0.01697,0.05338
0.01698,0.05338
0.017,0.05339
0.017,0.05339
0.017,0.05339
0.01701,0.0534
0.01701,0.0534
0.01702,0.0534
0.01703,0.05341
0.01704,0.05341
0.01704,0.05341
0.01704,0.05341
0.01705,0.05342
0.01707,0.05342
0.01707,0.05342
0.01712,0.05343
0.01712,0.05343
0.01712,0.05343
0.01712,0.05343
0.01713,0.05344
0.01714,0.05344
0.01715,0.05344
0.01715,0.05345
0.01715,0.05345
0.01717,0.05345
0.01717,0.05345
0.01717,0.05346
0.01718,0.05346
0.01718,0.05346
0.01718,0.05347
0.01718,0.05347
0.01719,0.05347
0.01719,0.05347
0.0172,0.05348
0.0172,0.05348
0.01721,0.05348
0.01722,0.05349
0.01722,0.05349
0.01722,0.05349
0.01724,0.0535
0.01725,0.0535
0.01726,0.0535
0.01726,0.0535
0.01728,0.05351
0.01728,0.05351
0.01728,0.05351
0.01729,0.05351
0.0173,0.05352
0.0173,0.05352
0.0173,0.05352
0.01731,0.05353
0.01732,0.05353
0.01732,0.05353
0.01733,0.05354
0.01734,0.05354
0.01735,0.05354
0.01735,0.05354
0.01736,0.05355
0.01736,0.05355
0.01736,0.05355
0.01737,0.05356
