cutoff,assembly_score
0.01525,0.04812
0.01525,0.04812
0.01526,0.04812
0.01526,0.04813
0.01528,0.04813
0.0153,0.04813
0.01531,0.04814
0.01532,0.04814
0.01532,0.04814
0.01533,0.04815
0.01534,0.04815
0.01534,0.04815
0.01535,0.04815
0.01535,0.04816
0.0154,0.04816
0.0154,0.04816
0.01541,0.04817
0.01542,0.04817
0.01542,0.04817
0.01544,0.04818
0.01546,0.04818
0.01546,0.04818
0.01546,0.04819
0.01547,0.04819
0.01548,0.04819
0.0155,0.0482
0.01552,0.0482
0.01553,0.0482
0.01554,0.04821
0.01556,0.04821
0.01556,0.04821
0.01557,0.04822
0.01559,0.04822
0.01559,0.04822
0.0156,0.04823
0.01561,0.04823
0.01561,0.04823
0.01566,0.04823
0.01567,0.04824
0.01567,0.04824
0.01569,0.04824
0.01569,0.04822
0.0157,0.04823
0.01572,0.04823
0.01572,0.04823
0.01573,0.04824
0.01574,0.04824
0.01574,0.04824
0.01575,0.04825
0.01576,0.04825
0.01578,0.04825
0.01578,0.04826
0.01579,0.04826
0.01583,0.04826
0.01583,0.04827
0.01584,0.04827
0.01586,0.04827
0.01586,0.04828
0.01587,0.04828
0.01588,0.04828
0.0159,0.04828
0.01592,0.04828
0.01592,0.04829
0.01594,0.04829
0.01597,0.04829
0.01597,0.0483
0.01599,0.0483
0.01599,0.0483
0.01602,0.04831
0.01602,0.04831
0.01603,0.04831
0.01604,0.04831
0.01607,0.04832
0.01607,0.04832
0.0161,0.04832
0.0161,0.04833
0.0161,0.04833
0.01612,0.04833
0.01612,0.04834
0.01613,0.04834
0.01613,0.04834
0.01614,0.04835
0.01618,0.04835
0.01618,0.04835
0.01619,0.04836
0.01619,0.04836
0.01622,0.04836
0.01624,0.04837
0.01624,0.04837
0.01627,0.04837
0.01627,0.04838
0.01628,0.04838
0.01629,0.04838
0.01631,0.04839
0.01632,0.04839
0.01633,0.04839
0.01633,0.0484
0.01636,0.0484
0.01639,0.04841
0.01639,0.04841
0.01646,0.04841
0.01647,0.04841
0.01649,0.04842
0.01649,0.04842
0.0165,0.04842
0.0165,0.04843
0.01651,0.04843
0.01652,0.04844
0.01653,0.04844
0.01655,0.04844
0.01655,0.04844
0.01656,0.04845
0.01656,0.04845
0.01658,0.04845
0.01659,0.04846
0.01661,0.04846
0.01662,0.04846
0.01664,0.04847
0.01664,0.04847
0.01664,0.04847
0.01665,0.04848
0.01668,0.04848
0.01668,0.04848
0.01669,0.04849
0.01672,0.04849
0.01673,0.04849
0.01674,0.0485
0.01674,0.0485
0.01675,0.0485
0.01675,0.04851
0.01679,0.04851
0.01679,0.04851
0.01679,0.04851
0.01679,0.04852
0.0168,0.04845
0.0168,0.04845
0.0168,0.04846
0.01683,0.04846
0.01683,0.04846
0.01689,0.04847
0.01691,0.04847
0.01691,0.04847
0.01691,0.04848
0.01692,0.04848
0.01692,0.04848
0.01696,0.04849
0.01697,0.04849
0.01698,0.04849
0.01702,0.0485
0.01702,0.0485
0.01703,0.0485
0.01704,0.0485
0.01705,0.04851
0.01706,0.04851
0.01707,0.04851
0.01708,0.04852
0.01708,0.04852
0.01708,0.04852
0.01709,0.04853
0.01709,0.04853
0.01716,0.04853
0.01716,0.04854
0.01717,0.04854
0.01718,0.04854
0.01719,0.04855
0.01723,0.04855
0.01724,0.04855
0.01724,0.04856
0.01729,0.04856
0.0173,0.04856
0.01733,0.04857
0.01733,0.04857
0.01734,0.04857
0.01734,0.04857
0.01734,0.04858
0.01734,0.04858
0.01738,0.04858
0.01738,0.04859
0.01739,0.04859
0.01739,0.04859
0.0174,0.0486
0.01741,0.04859
0.01741,0.0486
0.01742,0.0486
0.01743,0.0486
0.01745,0.04861
0.01746,0.04861
0.01746,0.04861
0.01746,0.04862
0.01748,0.04862
0.01749,0.04862
0.0175,0.04863
0.0175,0.04863
0.01751,0.04863
0.01751,0.04864
0.01753,0.04864
0.01756,0.04864
0.01757,0.04864
0.01758,0.04865
0.01759,0.04865
0.01759,0.04865
0.01759,0.04866
0.01763,0.04866
0.01766,0.04866
0.01768,0.04867
0.01769,0.04867
0.01769,0.04867
0.01771,0.04868
0.01773,0.04868
0.01774,0.04868
0.01774,0.04869
0.01774,0.04869
0.01775,0.04869
0.0178,0.0487
0.01784,0.0487
0.01785,0.0487
0.01793,0.04871
0.01794,0.04871
0.01795,0.04871
0.01795,0.04872
0.01797,0.04872
0.01799,0.04872
0.018,0.04873
0.01801,0.04873
0.01801,0.04873
0.01801,0.04873
0.01801,0.04874
0.01802,0.04874
0.01802,0.04874
0.01803,0.04875
0.01805,0.04875
0.01806,0.04875
0.01807,0.04876
0.01808,0.04876
0.01808,0.04876
0.01811,0.04877
0.01813,0.04877
0.01814,0.04877
0.01814,0.04878
0.01816,0.04878
0.01817,0.04878
0.01818,0.04878
0.01818,0.04879
0.01821,0.04879
0.01824,0.04879
0.01824,0.0488
0.01824,0.0488
0.01825,0.0488
0.01827,0.04881
0.01829,0.04881
0.01829,0.04881
0.01829,0.04882
0.01831,0.04882
0.01831,0.04882
0.01832,0.04883
0.01832,0.04883
0.01834,0.04883
0.01835,0.04883
0.01837,0.04884
0.01838,0.04884
0.01839,0.04884
0.01839,0.04885
0.0184,0.04885
0.01841,0.04885
0.01841,0.04886
0.01842,0.04886
0.01842,0.04886
0.01842,0.04886
0.01847,0.04887
0.01849,0.04887
0.01849,0.04887
0.0185,0.04888
0.0185,0.04888
0.0185,0.04888
0.01851,0.04889
0.01851,0.04889
0.01852,0.04889
0.01857,0.0489
0.01859,0.0489
0.01859,0.0489
0.0186,0.04891
0.01862,0.04891
0.01862,0.04891
0.01862,0.04892
0.01863,0.04892
0.01865,0.04892
0.01865,0.04893
0.01866,0.04893
0.0187,0.04893
0.0187,0.04893
0.0187,0.04894
0.01871,0.04894
0.01872,0.04894
0.01875,0.04895
0.01876,0.04895
0.01878,0.04895
0.01878,0.04896
0.01878,0.04896
0.01879,0.04896
0.0188,0.04897
0.01885,0.04897
0.01886,0.04897
0.01886,0.04898
0.01889,0.04898
0.01889,0.04898
0.01891,0.04898
0.01893,0.04899
0.01894,0.04899
0.01894,0.04899
0.01896,0.049
0.01897,0.049
0.01898,0.049
0.01898,0.04901
0.019,0.04901
0.01901,0.04901
0.01902,0.049
0.01905,0.04901
0.01905,0.04901
0.01906,0.04901
0.01907,0.04902
0.01909,0.04901
0.0191,0.04901
0.01913,0.04901
0.01914,0.04902
0.01916,0.04902
0.01917,0.04902
0.01918,0.04903
0.01918,0.04903
0.01922,0.04903
0.01922,0.04904
0.01922,0.04904
0.01923,0.04904
0.01924,0.04904
0.01926,0.04905
0.0193,0.04905
0.01931,0.04905
0.01932,0.04906
0.01934,0.04906
0.01934,0.04906
0.01935,0.04907
0.01935,0.04907
0.01936,0.04907
0.01936,0.04908
0.01937,0.04908
0.01937,0.04908
0.01937,0.04909
0.01938,0.04909
0.01938,0.04907
0.01939,0.04908
0.01939,0.04908
0.01939,0.04908
0.0194,0.04909
0.01944,0.04909
0.01944,0.04909
0.01945,0.04909
0.01946,0.0491
0.01947,0.0491
0.01948,0.0491
0.0195,0.04911
0.01952,0.04911
0.01954,0.04911
0.01955,0.04912
0.01955,0.04912
0.01956,0.04912
0.01958,0.04913
0.01958,0.04913
0.0196,0.04913
0.0196,0.04914
0.01961,0.04914
0.01963,0.04914
0.01965,0.04915
0.01965,0.04915
0.01966,0.04915
0.01966,0.04915
0.01966,0.04916
0.01969,0.04916
0.0197,0.04916
0.0197,0.04917
0.01971,0.04917
0.01972,0.04917
0.01973,0.04918
0.01973,0.04918
0.01975,0.04918
0.01978,0.04919
0.0198,0.04919
0.0198,0.04919
0.01986,0.0492
0.01986,0.0492
0.01988,0.0492
0.01988,0.04921
0.01988,0.04921
0.0199,0.04921
0.0199,0.04921
0.01992,0.04922
0.01993,0.04922
0.01993,0.04922
0.01995,0.04923
0.01999,0.04923
0.02,0.04923
0.02,0.04924
0.02001,0.04924
0.02001,0.04924
0.02001,0.04924
0.02002,0.04925
0.02004,0.04925
0.02005,0.04925
0.02005,0.04926
0.02005,0.04926
0.02006,0.04926
0.02006,0.04927
0.02007,0.04927
0.0201,0.04927
0.02011,0.04928
0.02012,0.04928
0.02012,0.04928
0.02013,0.04929
0.02018,0.04929
0.0202,0.04929
0.02021,0.04929
0.02021,0.0493
0.02022,0.0493
0.02023,0.0493
0.02025,0.04931
0.02025,0.04931
0.02027,0.04931
0.02028,0.04932
0.02029,0.04932
0.0203,0.04932
0.0203,0.04932
0.02031,0.04933
0.02031,0.04933
0.02032,0.04933
0.02033,0.04934
0.02033,0.04934
0.02037,0.04934
0.02038,0.04934
0.02039,0.04935
0.0204,0.04935
0.0204,0.04935
0.0204,0.04936
0.02042,0.04936
0.02043,0.04936
0.02045,0.04937
0.02046,0.04937
0.02046,0.04937
0.02046,0.04938
0.02046,0.04938
0.02048,0.04938
0.02049,0.04938
0.02051,0.04939
0.02052,0.04939
0.02052,0.04939
0.02052,0.0494
0.02053,0.0494
0.02053,0.0494
0.02054,0.04941
0.02054,0.04941
0.02054,0.04941
0.02059,0.04941
0.02061,0.04942
0.02062,0.04942
0.02062,0.04942
0.02065,0.04943
0.02065,0.04943
0.02066,0.04943
0.02068,0.04944
0.0207,0.04944
0.02071,0.04944
0.02071,0.04944
0.02074,0.04945
0.02076,0.04944
0.02078,0.04944
0.02079,0.04944
0.0208,0.04944
0.02083,0.04945
0.02085,0.04945
0.0209,0.04945
0.02091,0.04946
0.02092,0.04946
0.02093,0.04946
0.02094,0.04947
0.02094,0.04947
0.02095,0.04947
0.02095,0.04946
0.02096,0.04947
0.02096,0.04947
0.02097,0.04947
0.02098,0.04948
0.02099,0.04948
0.02099,0.04948
0.021,0.04948
0.02101,0.04949
0.02101,0.04949
0.02103,0.04949
0.02104,0.0495
0.02107,0.0495
0.02111,0.0495
0.02113,0.0495
0.02114,0.0495
0.02114,0.04951
0.02114,0.04951
0.02115,0.04951
0.02116,0.04952
0.02116,0.04952
0.02118,0.04952
0.02118,0.04953
0.02119,0.04953
0.02119,0.04953
0.0212,0.04954
0.02121,0.04954
0.02121,0.04954
0.02121,0.04954
0.02122,0.04955
0.02123,0.04955
0.02124,0.04955
0.02124,0.04956
0.02124,0.04956
0.02125,0.04956
0.02125,0.04956
0.02125,0.04957
0.02125,0.04957
0.02126,0.04957
0.02126,0.04958
0.02127,0.04958
0.02127,0.04958
0.02131,0.04959
0.02132,0.04959
0.02134,0.04959
0.02137,0.0496
0.02137,0.0496
0.02138,0.0496
0.02139,0.0496
0.02139,0.04961
0.02142,0.04961
0.02142,0.04961
0.02145,0.04962
0.02146,0.04962
0.02146,0.04962
0.02146,0.04963
0.02146,0.04963
0.02146,0.04963
0.02149,0.04964
0.02151,0.04964
0.02154,0.04964
0.02157,0.04965
0.02159,0.04965
0.02161,0.04965
0.02162,0.04965
0.02163,0.04966
0.02163,0.04966
0.02164,0.04966
0.02165,0.04967
0.02169,0.04967
0.02169,0.04967
0.02169,0.04968
0.0217,0.04968
0.02171,0.04968
0.02172,0.04968
0.02174,0.04969
0.02176,0.04969
0.02176,0.04969
0.02178,0.0497
0.02181,0.0497
0.02183,0.0497
0.02184,0.04971
0.02185,0.04971
0.02186,0.04971
0.02186,0.04972
0.02187,0.04972
0.02187,0.04972
0.02188,0.04972
0.02189,0.04973
0.02195,0.04973
0.02195,0.04973
0.02195,0.04974
0.02195,0.04974
0.02196,0.04974
0.02196,0.04975
0.02198,0.04975
0.02198,0.04975
0.022,0.04975
0.022,0.04976
0.022,0.04976
0.02202,0.04976
0.02202,0.04977
0.02205,0.04977
0.02206,0.04977
0.02206,0.04978
0.02207,0.04978
0.02208,0.04978
0.02208,0.04978
0.02209,0.04979
0.02209,0.04979
0.02212,0.04979
0.02213,0.04979
0.02213,0.0498
0.02213,0.0498
0.02214,0.0498
0.02216,0.0498
0.02218,0.04981
0.02218,0.04981
0.02218,0.04981
0.02219,0.04982
0.02219,0.04982
0.0222,0.04982
0.0222,0.04982
0.02222,0.04983
0.02223,0.04983
0.02225,0.04983
0.02226,0.04984
0.02226,0.04984
0.02227,0.04984
0.02227,0.04985
0.02227,0.04985
0.02229,0.04985
0.0223,0.04986
0.02231,0.04986
0.02231,0.04986
0.02231,0.04986
0.02232,0.04987
0.02232,0.04987
0.02235,0.04987
0.02236,0.04988
0.02237,0.04988
0.02239,0.04988
0.02239,0.04988
0.02239,0.04989
0.02243,0.04989
0.02245,0.04987
0.02246,0.04987
0.02246,0.04987
0.02246,0.04988
0.02247,0.04988
0.02247,0.04988
0.02249,0.04989
0.02249,0.04989
0.02249,0.04989
0.0225,0.0499
0.0225,0.0499
0.02251,0.0499
0.02252,0.0499
0.02254,0.04991
0.02254,0.04991
0.02256,0.04991
0.02257,0.04992
0.02258,0.04992
0.0226,0.04992
0.0226,0.04993
0.02262,0.04993
0.02263,0.04993
0.02263,0.04993
0.02263,0.04994
0.02266,0.04994
0.02267,0.04994
0.02268,0.04995
0.02268,0.04995
0.0227,0.04995
0.0227,0.04996
0.02271,0.04996
0.02272,0.04996
0.02272,0.04997
0.02274,0.04997
0.02274,0.04997
0.02275,0.04997
0.02276,0.04998
0.02278,0.04998
0.02278,0.04998
0.02279,0.04999
0.0228,0.04999
0.02282,0.04999
0.02282,0.05
0.02283,0.05
0.02285,0.05
0.02285,0.05
0.02285,0.05001
0.02286,0.05001
0.02287,0.05001
0.02288,0.05002
0.02289,0.05002
0.02289,0.05002
0.02289,0.05003
0.0229,0.05003
0.0229,0.05003
0.0229,0.05004
0.0229,0.05004
0.02292,0.05004
0.02292,0.05004
0.02294,0.05005
0.02296,0.05005
0.02298,0.05005
0.02299,0.05006
0.02299,0.05006
0.023,0.05006
0.023,0.05007
0.023,0.05007
0.02301,0.05007
0.02301,0.05008
0.02302,0.05008
0.02303,0.05008
0.02305,0.05008
0.02305,0.05009
0.02306,0.05009
0.02308,0.05009
0.02308,0.0501
0.02308,0.0501
0.02308,0.0501
0.02308,0.0501
0.02309,0.05011
0.0231,0.05011
0.0231,0.05011
0.02311,0.05012
0.02311,0.05012
0.02312,0.05012
0.02315,0.05013
0.02315,0.05013
0.02315,0.05013
0.02316,0.05013
0.02318,0.05014
0.02318,0.05014
0.02318,0.05014
0.02319,0.05015
0.02319,0.05015
0.0232,0.05015
0.02324,0.05016
0.02326,0.05016
0.02327,0.05016
0.02328,0.05017
0.02329,0.05017
0.0233,0.05017
0.02332,0.05017
0.02334,0.05018
0.02334,0.05018
0.02334,0.05018
0.02335,0.05019
0.02336,0.05019
0.02339,0.05019
0.02341,0.0502
0.02345,0.0502
0.02346,0.0502
0.02347,0.0502
0.02347,0.05021
0.02349,0.05013
0.02352,0.05014
0.02353,0.05014
0.02355,0.05014
0.02356,0.05015
0.02357,0.05015
0.0236,0.05015
0.02361,0.05016
0.02362,0.05016
0.02362,0.05016
0.02362,0.05016
0.02363,0.05017
0.02365,0.05017
0.02365,0.05017
0.02367,0.05018
0.02367,0.05018
0.02369,0.05018
0.02369,0.05019
0.0237,0.05019
0.02372,0.05019
0.02376,0.05019
0.02376,0.0502
0.02376,0.0502
0.02377,0.0502
0.02377,0.05021
0.02382,0.05021
0.02384,0.05021
0.02386,0.05022
0.02386,0.05022
0.02387,0.05022
0.02388,0.05022
0.02388,0.05023
0.0239,0.05023
0.02392,0.05023
0.02393,0.05024
0.02393,0.05024
0.02393,0.05024
0.02394,0.05025
0.02395,0.05025
0.02397,0.05025
0.02399,0.05025
0.024,0.05026
0.02403,0.05026
0.02403,0.05026
0.02404,0.05027
0.02404,0.05027
0.02405,0.05027
0.02405,0.05028
0.02405,0.05028
0.02406,0.05028
0.02407,0.05028
0.02407,0.05029
0.02408,0.05029
0.02411,0.05029
0.02413,0.0503
0.02413,0.0503
0.02414,0.0503
0.02415,0.0503
0.02415,0.05031
0.02418,0.05031
0.02421,0.05031
0.02426,0.05032
0.02426,0.05032
0.02428,0.05032
0.0243,0.05033
0.02431,0.05033
0.02431,0.05033
0.02435,0.05033
0.02436,0.05034
0.02436,0.05034
0.02437,0.05034
0.02441,0.05035
0.02442,0.05035
0.02443,0.05035
0.02443,0.05035
0.02445,0.05036
0.02445,0.05036
0.02445,0.05036
0.02446,0.05037
0.02446,0.05037
0.02446,0.05037
0.02447,0.05037
0.02448,0.05038
0.02448,0.05038
0.0245,0.05038
0.0245,0.05039
0.02453,0.05039
0.02454,0.05039
0.02455,0.05039
0.02455,0.0504
0.02455,0.0504
0.02456,0.0504
0.02457,0.0504
0.02458,0.05041
0.02459,0.0504
0.02461,0.05041
0.02461,0.05041
0.02462,0.05041
0.02463,0.05042
0.02464,0.05042
0.02464,0.05042
0.02464,0.05043
0.02466,0.05043
0.02467,0.05043
0.02468,0.05043
0.0247,0.05044
0.02471,0.05044
0.02472,0.05044
0.02472,0.05045
0.02475,0.05045
0.02476,0.05045
0.02477,0.05045
0.02478,0.05046
0.02479,0.05046
0.02479,0.05046
0.0248,0.05047
0.0248,0.05047
0.02481,0.05047
0.02487,0.05048
0.02488,0.05048
0.02488,0.05048
0.02489,0.05049
0.0249,0.05049
0.02492,0.05049
0.02497,0.05049
0.02499,0.0505
0.025,0.0505
0.02502,0.0505
0.02502,0.0505
0.02504,0.05051
0.02506,0.05051
0.02507,0.05051
0.02508,0.05051
0.02509,0.05052
0.02512,0.05052
0.02515,0.05052
0.02515,0.05053
0.02517,0.05053
0.02519,0.05053
0.02519,0.05053
0.0252,0.05054
0.02521,0.05054
0.02523,0.05054
0.02523,0.05055
0.02523,0.05055
0.02524,0.05055
0.02524,0.05056
0.02525,0.05056
0.02525,0.05056
0.02525,0.05056
0.02526,0.05057
0.02526,0.05057
0.02529,0.05057
0.02529,0.05058
0.0253,0.05058
0.02531,0.05058
0.02532,0.05058
0.02532,0.05059
0.02534,0.05059
0.02534,0.05059
0.02535,0.0506
0.02536,0.0506
0.02537,0.0506
0.02538,0.0506
0.02543,0.05061
0.02544,0.05061
0.02545,0.05061
0.02546,0.05062
0.02548,0.05062
0.02548,0.05062
0.02549,0.05063
0.02552,0.05063
0.02552,0.05063
0.02552,0.05063
0.02552,0.05064
0.02553,0.05064
0.02555,0.05064
0.02556,0.05065
0.02556,0.05065
0.02559,0.05065
0.02564,0.05066
0.02565,0.05066
0.02566,0.05066
0.02567,0.05066
0.02567,0.05067
0.02569,0.05067
0.02569,0.05067
0.0257,0.05067
0.02571,0.05067
0.02574,0.05068
0.02575,0.05068
0.02575,0.05068
0.02577,0.05069
0.02577,0.05069
0.02578,0.05069
0.0258,0.05069
0.02581,0.0507
0.02583,0.0507
0.02584,0.0507
0.02585,0.05071
0.02586,0.05071
0.02587,0.05071
0.02587,0.05071
0.02589,0.05072
